prompt,result
原有营养不良及佝偻病时更易出现，少数患儿可出现低镁血症，表现为手足震颤，舞蹈病样不随意运动，易受刺激，烦躁不安，严重者可发生惊厥，补充钙剂后症状无改善。,"[{'type': 'Disease', 'response': ['舞蹈病', '惊厥', '佝偻病', '低镁血症', '营养不良']}, {'type': 'Drug', 'response': ['钙剂']}, {'type': 'Symptom', 'response': ['None']}]"
包括：①维持水电解质平衡和适当的营养；②控制高热；③镇静剂与止惊剂的应用，适用于出现过度兴奋、多动或惊厥者；④病情监护，如出现昏迷或更严重的神经症状体征，则应按病毒性脑炎治疗。,"[{'type': 'Disease', 'response': ['惊厥', '病毒性脑炎']}, {'type': 'Drug', 'response': ['镇静剂', '止惊剂']}, {'type': 'Symptom', 'response': ['None']}]"
幽门螺杆菌感染与NSAIDs/ASA诱发的胃炎是消化性溃疡的两大潜在因素，所以对幽门螺杆菌阳性的溃疡患者亦予以幽门螺杆菌根除疗法；如果可能，停用ASA/NSAIDs。,"[{'type': 'Disease', 'response': ['幽门螺杆菌感染', '消化性溃疡', '溃疡', 'NSAIDs/ASA诱发的胃炎']}, {'type': 'Drug', 'response': ['ASA', 'NSAIDs']}, {'type': 'Symptom', 'response': ['None']}]"
一般用于紫癜性肾炎临床上大量蛋白尿的病人，对于病理Ⅲ级以上病人也应积极应用肾上腺皮质激素治疗，可显著改善预后，可选用泼尼松，剂量为2mg/（kg•d），疗程1～2周。,"[{'type': 'Disease', 'response': ['紫癜性肾炎']}, {'type': 'Drug', 'response': ['肾上腺皮质激素', '泼尼松']}, {'type': 'Symptom', 'response': ['None']}]"
对高热烦躁者给予解热镇静剂，避免使用阿司匹林（因其可能诱发Reye综合征）。,"[{'type': 'Disease', 'response': ['Reye综合征']}, {'type': 'Drug', 'response': ['解热镇静剂', '阿司匹林']}, {'type': 'Symptom', 'response': ['None']}]"
如有些快慢综合征的患儿用药物（普萘洛尔、奎尼丁、普鲁卡因胺）控制心动过速时可出现症状性心动过缓。,"[{'type': 'Disease', 'response': ['快慢综合征', '症状性心动过缓']}, {'type': 'Drug', 'response': ['普鲁卡因胺', '普萘洛尔', '奎尼丁', '普鲁卡因胺']}, {'type': 'Symptom', 'response': ['None']}]"
对表现为大量蛋白尿的HBV-GN，有人试用泼尼松短程疗法以减轻蛋白尿，但近年来研究认为HBV-GN对皮质激素多无任何效应，而且远期临床观察表明肾上腺皮质激素有弊无利，因此，应禁止单用肾上腺皮质激素治疗。,"[{'type': 'Disease', 'response': ['蛋白尿', 'HBV-GN']}, {'type': 'Drug', 'response': ['肾上腺皮质激素', '皮质激素', '泼尼松']}, {'type': 'Symptom', 'response': ['None']}]"
新生儿出生后一旦发现呼吸增快即开始抗生素治疗：大肠埃希菌等肠道杆菌肺炎可用氨苄西林和阿米卡星，耐药者可选用第三代头孢菌素；GBS肺炎可选用青霉素和氨苄西林治疗3天，以后用大剂量青霉素，疗程10～14天；李斯特菌肺炎可选用氨苄西林；衣原体肺炎首选红霉素；单纯疱疹病毒性肺炎可用阿昔洛韦静脉滴注。,"[{'type': 'Disease', 'response': ['大肠埃希菌等肠道杆菌肺炎', 'GBS肺炎', '李斯特菌肺炎', '单纯疱疹病毒性肺炎', '衣原体肺炎', '新生儿出生后一旦发现呼吸增快', '风湿热']}, {'type': 'Drug', 'response': ['青霉素', '头孢菌素', '氨苄西林', '红霉素', '阿昔洛韦', '阿米卡星']}, {'type': 'Symptom', 'response': ['None']}]"
有溶血诱因者应尽早尽快去除诱因，如冷抗体型自身免疫性溶血性贫血，应立即保暖，特别是使四肢温暖；由蚕豆病引起的溶血性贫血应避免食用蚕豆和氧化性药物；某药引起的溶血性贫血应立即停止用该药，输血引起溶血者应立即停止输血；感染引起的溶血性贫血应积极控制感染等。,"[{'type': 'Disease', 'response': ['蚕豆病', '感染', '溶血', '溶血性贫血', '冷抗体型自身免疫性溶血性贫血']}, {'type': 'Drug', 'response': ['氧化性药物']}, {'type': 'Symptom', 'response': ['None']}]"
有中至大型左向右分流，产生心力衰竭的婴儿，当可能出现缺损部分或完全自然关闭时，也可最初以药物治疗：①利尿剂降低心脏负荷和体循环静脉的充血状况。,"[{'type': 'Disease', 'response': ['心力衰竭']}, {'type': 'Drug', 'response': ['利尿剂']}, {'type': 'Symptom', 'response': ['None']}]"
室上速与室性心动过速（以下简称室速）的鉴别十分重要，因为地高辛可促使室速的患儿发生室性颤动。,"[{'type': 'Disease', 'response': ['室速', '室性心动过速', '室上速', '室性颤动']}, {'type': 'Drug', 'response': ['地高辛']}, {'type': 'Symptom', 'response': ['None']}]"
在1岁以下婴儿，维拉帕米可减少心输出量、发生低血压及心搏停止，因而维拉帕米在1岁以下年龄禁用。,"[{'type': 'Disease', 'response': ['低血压']}, {'type': 'Drug', 'response': ['维拉帕米']}, {'type': 'Symptom', 'response': ['None']}]"
如有预激综合征，地高辛或钙通道阻滞剂可增加旁道前传，应予避免。,"[{'type': 'Disease', 'response': ['预激综合征']}, {'type': 'Drug', 'response': ['地高辛', '钙通道阻滞剂']}, {'type': 'Symptom', 'response': ['None']}]"
临床上多数风湿性疾病活动期都有ESR加快，下列情况也可引起ESR加快，如贫血、药物（肝素及某些避孕药）、妊娠及高免疫球蛋白血症（多发性骨髓瘤，Waldenstroms巨球蛋白血症），甚至性别、年龄、种族和肥胖都会影响血沉结果。,"[{'type': 'Disease', 'response': ['贫血', '高免疫球蛋白血症', '患者', '多发性骨髓瘤', '患者', 'Waldenstroms巨球蛋白血症', '药物', '营养不良', '病毒感染', '药物（肝素及某些避孕药)', '患者', '肥胖', '风湿性疾病']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['ESR加快']}]"
迟发型者约90%以上见于单纯母乳喂养儿，单纯母乳喂养儿维生素K缺乏性出血的机会是人工喂养儿的15～20倍，如合并腹泻、使用抗生素、肝胆疾病和长期禁食患儿更易发生，常见急性或亚急性颅内出血，以蛛网膜下腔、硬膜下、硬膜外出血为多见，脑室、脑实质出血少见，临床上有严重的中枢神经系统功能失常及颅内高压的表现，表现为高声尖叫、频繁呕吐、反复抽搐，严重的患儿可出现昏迷。,"[{'type': 'Disease', 'response': ['脑室、脑实质出血', '脑室、脑实质出血少见', '脑室、脑实质出血', '颅内高压', '中枢神经系统功能失常', '脑室、硬膜下、硬膜外出血', '晕', '亚急性颅内出血', '维生素K缺乏性出血', '腹泻']}, {'type': 'Drug', 'response': ['抗生素']}, {'type': 'Symptom', 'response': ['None']}]"
脑水肿的处理可用肾上腺皮质激素，如颅内压增高较明显可静脉推注脱水剂或利尿剂。,"[{'type': 'Disease', 'response': ['脑水肿', '颅内压增高']}, {'type': 'Drug', 'response': ['肾上腺皮质激素', '利尿剂', '脱水剂']}, {'type': 'Symptom', 'response': ['None']}]"
具体为：①急性期后临床表现为肾小球肾炎或蛋白尿、血尿者用雷公藤多苷治疗；②急性期后表现为肾病综合征者用泼尼松治疗；③有条件者行肾活检检查，根据病理改变调整治疗方案，如有新月体形成或局灶节段性肾小球硬化者加用甲基泼尼松龙和（或）环磷酰胺冲击治疗；④对治疗无反应、仍呈肾功能进行性减退者停用激素和免疫抑制剂，以对症和肾替代疗法为主。,"[{'type': 'Disease', 'response': ['肾病综合征', '肾小球肾炎', '肾功能进行性减退', '蛋白尿', '肾功能减退', '肾小球硬化']}, {'type': 'Drug', 'response': ['环磷酰胺', '雷公藤多苷', '甲基泼尼松龙', '泼尼松', '免疫抑制剂']}, {'type': 'Symptom', 'response': ['None']}]"
严重巨幼红细胞贫血病儿在治疗开始48小时，血钾可突然下降，加之心肌因慢性缺氧，可发生突然死亡，严重巨幼红细胞性贫血患儿，治疗时应同时补充钾盐。,"[{'type': 'Disease', 'response': ['严重巨幼红细胞贫血', '严重巨幼红细胞性贫血']}, {'type': 'Drug', 'response': ['钾盐']}, {'type': 'Symptom', 'response': ['None']}]"
对于生后体重低于1000g的早产儿在出生10天内静脉滴注吲哚美辛可有效关闭动脉导管。,"[{'type': 'Disease', 'response': ['早产儿']}, {'type': 'Drug', 'response': ['吲哚美辛']}, {'type': 'Symptom', 'response': ['None']}]"
常见促使发病的因素包括早产儿、新生儿、营养不良及久病虚弱，慢性消耗性疾病如恶性肿瘤，影响免疫功能的单核-吞噬细胞系统疾患及血液病，代谢性疾病及肾衰竭，长期使用肾上腺皮质激素及其他免疫抑制剂，先天性免疫功能缺陷，长期使用广谱抗生素等。,"[{'type': 'Disease', 'response': ['代谢性疾病', '恶性肿瘤', '先天性免疫功能缺陷', '血液病', '营养不良', '肾衰竭', '单核-吞噬细胞系统疾患', '早产儿', '慢性消耗性疾病', '长期使用肾上腺皮质激素', '长期使用广谱抗生素']}, {'type': 'Drug', 'response': ['免疫抑制剂']}, {'type': 'Symptom', 'response': ['None']}]"
（3）应用L-ASP时宜低脂饮食，减少合并急性胰腺炎的机会；注意血白蛋白水平，明显低下时及时补充，以避免低蛋白血症加重感染。,"[{'type': 'Disease', 'response': ['急性胰腺炎', '低蛋白血症', '感染']}, {'type': 'Drug', 'response': ['L-ASP']}, {'type': 'Symptom', 'response': ['None']}]"
曲恩汀的不良反应小，主要毒性是骨髓抑制、肾毒性、皮肤黏膜病变及缺铁性贫血。,"[{'type': 'Disease', 'response': ['None']}, {'type': 'Drug', 'response': ['曲恩汀']}, {'type': 'Symptom', 'response': ['None']}]"
③舞蹈样动作和手足徐动症可选用地西泮，也可选用小量氟哌啶醇合用苯海索。,"[{'type': 'Disease', 'response': ['手足徐动症']}, {'type': 'Drug', 'response': ['苯海索', '地西泮', '氟哌啶醇']}, {'type': 'Symptom', 'response': ['None']}]"
病初阶段与两性霉素B联合应用能更快使脑脊液转阴，并减少两性霉素B的用量和毒副作用，是治疗中枢神经系统隐球菌病的首选药物之一。,"[{'type': 'Disease', 'response': ['中枢神经系统隐球菌病']}, {'type': 'Drug', 'response': ['两性霉素B']}, {'type': 'Symptom', 'response': ['None']}]"
